team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
SL,C Karunaratne (SL),bowl,18,15,0.0,0.0,0.833333333,v Australia,Lucknow,2023-10-16,3.0,0.0,5.0,2,,,,,
AUS,TM Head (AUS),bowl,18,15,0.0,0.0,0.833333333,v Afghanistan,Wankhede,2023-11-07,3.0,0.0,5.0,1,,,,,
NED,Vikramjit Singh (NED),bowl,12,16,0.0,0.0,1.333333333,v Pakistan,Hyderabad,2023-10-06,2.0,0.0,8.0,1,,,,,
ENG,LS Livingstone (ENG),bowl,18,17,0.0,0.0,0.944444444,v Sri Lanka,Bengaluru,2023-10-26,3.0,0.0,5.66,2,,,,,
BAN,Mehidy Hasan Miraz (BAN),bowl,24,17,0.0,0.0,0.708333333,v Netherlands,Eden Gardens,2023-10-28,4.0,0.0,4.25,1,,,,,
NZ,R Ravindra (NZ),bowl,12,17,0.0,0.0,1.416666667,v South Africa,Pune,2023-11-01,2.0,0.0,8.5,1,,,,,
SA,AK Markram (SA),bowl,12,17,0.0,0.0,1.416666667,v India,Eden Gardens,2023-11-05,2.0,0.0,8.5,1,,,,,
AFG,Mohammad Nabi (AFG),bowl,36,18,0.0,0.0,0.5,v Bangladesh,Dharamsala,2023-10-07,6.0,1.0,3.0,2,,,,,
AUS,MR Marsh (AUS),bowl,12,18,0.0,0.0,1.5,v New Zealand,Dharamsala,2023-10-28,2.0,0.0,9.0,2,,,,,
SL,AD Mathews (SL),bowl,18,18,0.0,0.0,1.0,v Afghanistan,Pune,2023-10-30,3.0,0.0,6.0,2,,,,,
NED,A Dutt (NED),bowl,30,19,0.0,0.0,0.633333333,v South Africa,Dharamsala,2023-10-17,5.0,1.0,3.8,2,,,,,
NED,CN Ackermann (NED),bowl,24,19,0.0,0.0,0.791666667,v Australia,Delhi,2023-10-25,4.0,0.0,4.75,1,,,,,
BAN,Mahmudullah (BAN),bowl,18,20,0.0,0.0,1.111111111,v South Africa,Wankhede,2023-10-24,3.0,0.0,6.66,1,,,,,
SA,AK Markram (SA),bowl,24,20,0.0,0.0,0.833333333,v Pakistan,Chennai,2023-10-27,4.0,0.0,5.0,1,,,,,
SL,DM de Silva (SL),bowl,18,20,0.0,0.0,1.111111111,v Bangladesh,Delhi,2023-11-06,3.0,0.0,6.66,2,,,,,
AFG,Mohammad Nabi (AFG),bowl,12,20,0.0,0.0,1.666666667,v Australia,Wankhede,2023-11-07,2.0,0.0,10.0,2,,,,,
ENG,MM Ali (ENG),bowl,18,21,0.0,0.0,1.166666667,v Sri Lanka,Bengaluru,2023-10-26,3.0,0.0,7.0,2,,,,,
SL,DM de Silva (SL),bowl,24,21,0.0,0.0,0.875,v Afghanistan,Pune,2023-10-30,4.0,0.0,5.25,2,,,,,
PAK,Agha Salman (PAK),bowl,12,21,0.0,0.0,1.75,v New Zealand,Bengaluru,2023-11-04,2.0,0.0,10.5,1,,,,,
PAK,Iftikhar Ahmed (PAK),bowl,24,22,0.0,0.0,0.916666667,v Sri Lanka,Hyderabad,2023-10-10,4.0,0.0,5.5,1,,,,,
NED,RE van der Merwe (NED),bowl,18,22,0.0,0.0,1.222222222,v England,Pune,2023-11-08,3.0,0.0,7.33,1,,,,,
SL,DM de Silva (SL),bowl,12,22,0.0,0.0,1.833333333,v New Zealand,Bengaluru,2023-11-09,2.0,0.0,11.0,2,,,,,
ENG,MA Wood (ENG),bowl,24,23,0.0,0.0,0.958333333,v Sri Lanka,Bengaluru,2023-10-26,4.0,0.0,5.75,2,,,,,
PAK,Iftikhar Ahmed (PAK),bowl,18,23,0.0,0.0,1.277777778,v South Africa,Chennai,2023-10-27,3.0,0.0,7.66,2,,,,,
ENG,LS Livingstone (ENG),bowl,18,24,0.0,0.0,1.333333333,v New Zealand,Ahmedabad,2023-10-05,3.0,0.0,8.0,2,,,,,
BAN,Shoriful Islam (BAN),bowl,24,25,0.0,0.0,1.041666667,v Pakistan,Eden Gardens,2023-10-31,4.0,1.0,6.25,2,,,,,
SA,AK Markram (SA),bowl,27,25,0.0,0.0,0.925925926,v Afghanistan,Ahmedabad,2023-11-10,4.3,0.0,5.55,1,,,,,
PAK,Iftikhar Ahmed (PAK),bowl,30,27,0.0,0.0,0.9,v Afghanistan,Chennai,2023-10-23,5.0,0.0,5.4,2,,,,,
BAN,Nasum Ahmed (BAN),bowl,30,27,0.0,0.0,0.9,v South Africa,Wankhede,2023-10-24,5.0,0.0,5.4,1,,,,,
NED,Vikramjit Singh (NED),bowl,24,27,0.0,0.0,1.125,v Australia,Delhi,2023-10-25,4.0,0.0,6.75,1,,,,,
NED,CN Ackermann (NED),bowl,24,28,0.0,0.0,1.166666667,v New Zealand,Hyderabad,2023-10-09,4.0,0.0,7.0,1,,,,,
SL,MD Shanaka (SL),bowl,30,28,0.0,0.0,0.933333333,v Pakistan,Hyderabad,2023-10-10,5.0,0.0,5.6,2,,,,,
SA,L Ngidi (SA),bowl,36,28,0.0,0.0,0.777777778,v New Zealand,Pune,2023-11-01,6.0,1.0,4.66,2,,,,,
ENG,MM Ali (ENG),bowl,24,28,0.0,0.0,1.166666667,v Australia,Ahmedabad,2023-11-04,4.0,0.0,7.0,1,,,,,
AUS,TM Head (AUS),bowl,30,28,0.0,0.0,0.933333333,v England,Ahmedabad,2023-11-04,5.0,0.0,5.6,2,,,,,
BAN,Mustafizur Rahman (BAN),bowl,30,29,0.0,0.0,0.966666667,v India,Pune,2023-10-19,5.0,0.0,5.8,2,,,,,
NED,BFW de Leede (NED),bowl,18,29,0.0,0.0,1.611111111,v Sri Lanka,Lucknow,2023-10-21,3.0,0.0,9.66,2,,,,,
ENG,LS Livingstone (ENG),bowl,24,29,0.0,0.0,1.208333333,v India,Lucknow,2023-10-29,4.0,1.0,7.25,1,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,42,30,0.0,0.0,0.714285714,v Bangladesh,Dharamsala,2023-10-07,7.0,0.0,4.28,2,,,,,
ENG,CR Woakes (ENG),bowl,36,30,0.0,0.0,0.833333333,v Sri Lanka,Bengaluru,2023-10-26,6.0,0.0,5.0,2,,,,,
BAN,Shakib Al Hasan (BAN),bowl,33,30,0.0,0.0,0.909090909,v Pakistan,Eden Gardens,2023-10-31,5.3,0.0,5.45,2,,,,,
AFG,Naveen-ul-Haq (AFG),bowl,30,31,0.0,0.0,1.033333333,v India,Delhi,2023-10-11,5.0,0.0,6.2,2,,,,,
PAK,Shadab Khan (PAK),bowl,24,31,0.0,0.0,1.291666667,v India,Ahmedabad,2023-10-14,4.0,0.0,7.75,2,,,,,
NZ,MJ Henry (NZ),bowl,33,31,0.0,0.0,0.939393939,v South Africa,Pune,2023-11-01,5.3,0.0,5.63,1,,,,,
AFG,Rashid Khan (AFG),bowl,60,31,0.0,0.0,0.516666667,v Netherlands,Lucknow,2023-11-03,10.0,0.0,3.1,1,,,,,
NED,CN Ackermann (NED),bowl,42,31,0.0,0.0,0.738095238,v England,Pune,2023-11-08,7.0,0.0,4.42,1,,,,,
NZ,LH Ferguson (NZ),bowl,48,32,0.0,0.0,0.666666667,v Netherlands,Hyderabad,2023-10-09,8.0,0.0,4.0,2,,,,,
AFG,Mohammad Nabi (AFG),bowl,24,32,0.0,0.0,1.333333333,v India,Delhi,2023-10-11,4.0,0.0,8.0,2,,,,,
AUS,PJ Cummins (AUS),bowl,38,33,0.0,0.0,0.868421053,v India,Chennai,2023-10-08,6.2,0.0,5.21,2,,,,,
AUS,GJ Maxwell (AUS),bowl,48,33,0.0,0.0,0.6875,v India,Chennai,2023-10-08,8.0,0.0,4.12,2,,,,,
IND,Mohammed Siraj (IND),bowl,36,33,0.0,0.0,0.916666667,v England,Lucknow,2023-10-29,6.0,0.0,5.5,2,,,,,
AFG,Mohammad Nabi (AFG),bowl,36,33,0.0,0.0,0.916666667,v Sri Lanka,Pune,2023-10-30,6.0,0.0,5.5,1,,,,,
NZ,TA Boult (NZ),bowl,48,34,0.0,0.0,0.708333333,v Netherlands,Hyderabad,2023-10-09,8.0,0.0,4.25,2,,,,,
AFG,Azmatullah Omarzai (AFG),bowl,24,34,0.0,0.0,1.416666667,v India,Delhi,2023-10-11,4.0,0.0,8.5,2,,,,,
NED,PA van Meekeren (NED),bowl,30,35,0.0,0.0,1.166666667,v Afghanistan,Lucknow,2023-11-03,5.0,0.0,7.0,2,,,,,
NZ,MJ Santner (NZ),bowl,30,35,0.0,0.0,1.166666667,v Pakistan,Bengaluru,2023-11-04,5.0,0.0,7.0,2,,,,,
NED,RE van der Merwe (NED),bowl,36,36,0.0,0.0,1.0,v Pakistan,Hyderabad,2023-10-06,6.0,0.0,6.0,1,,,,,
SL,MD Shanaka (SL),bowl,36,36,0.0,0.0,1.0,v South Africa,Delhi,2023-10-07,6.0,0.0,6.0,1,,,,,
SL,DM de Silva (SL),bowl,24,36,0.0,0.0,1.5,v Pakistan,Hyderabad,2023-10-10,4.0,0.0,9.0,2,,,,,
AUS,JR Hazlewood (AUS),bowl,42,36,0.0,0.0,0.857142857,v Sri Lanka,Lucknow,2023-10-16,7.0,1.0,5.14,1,,,,,
BAN,Taskin Ahmed (BAN),bowl,36,36,0.0,0.0,1.0,v Pakistan,Eden Gardens,2023-10-31,6.0,1.0,6.0,2,,,,,
AFG,Fazalhaq Farooqi (AFG),bowl,30,36,0.0,0.0,1.2,v Netherlands,Lucknow,2023-11-03,5.0,0.0,7.2,1,,,,,
NZ,R Ravindra (NZ),bowl,42,37,0.0,0.0,0.880952381,v Bangladesh,Chennai,2023-10-13,7.0,0.0,5.28,1,,,,,
PAK,Iftikhar Ahmed (PAK),bowl,48,37,0.0,0.0,0.770833333,v Australia,Bengaluru,2023-10-20,8.0,0.0,4.62,1,,,,,
SL,D Madushanka (SL),bowl,30,37,0.0,0.0,1.233333333,v England,Bengaluru,2023-10-26,5.0,0.0,7.4,1,,,,,
ENG,MM Ali (ENG),bowl,48,37,0.0,0.0,0.770833333,v India,Lucknow,2023-10-29,8.0,0.0,4.62,1,,,,,
IND,RA Jadeja (IND),bowl,48,38,0.0,0.0,0.791666667,v Afghanistan,Delhi,2023-10-11,8.0,0.0,4.75,1,,,,,
NZ,LH Ferguson (NZ),bowl,18,38,0.0,0.0,2.111111111,v Australia,Dharamsala,2023-10-28,3.0,0.0,12.66,1,,,,,
SL,DM de Silva (SL),bowl,24,39,0.0,0.0,1.625,v South Africa,Delhi,2023-10-07,4.0,0.0,9.75,1,,,,,
AFG,Fazalhaq Farooqi (AFG),bowl,42,39,0.0,0.0,0.928571429,v New Zealand,Chennai,2023-10-18,7.0,1.0,5.57,1,,,,,
ENG,AU Rashid (ENG),bowl,28,39,0.0,0.0,1.392857143,v Sri Lanka,Bengaluru,2023-10-26,4.4,0.0,8.35,2,,,,,
BAN,Taskin Ahmed (BAN),bowl,60,39,0.0,0.0,0.65,v Sri Lanka,Delhi,2023-11-06,10.0,1.0,3.9,1,,,,,
AUS,GJ Maxwell (AUS),bowl,30,40,0.0,0.0,1.333333333,v Pakistan,Bengaluru,2023-10-20,5.0,0.0,8.0,2,,,,,
PAK,Mohammad Nawaz (3) (PAK),bowl,38,40,0.0,0.0,1.052631579,v South Africa,Chennai,2023-10-27,6.2,0.0,6.31,2,,,,,
SA,K Rabada (SA),bowl,60,40,0.0,0.0,0.666666667,v Afghanistan,Ahmedabad,2023-11-10,10.0,0.0,4.0,1,,,,,
NED,R Klein (NED),bowl,42,41,0.0,0.0,0.976190476,v New Zealand,Hyderabad,2023-10-09,7.0,1.0,5.85,1,,,,,
ENG,CR Woakes (ENG),bowl,24,41,0.0,0.0,1.708333333,v Afghanistan,Delhi,2023-10-15,4.0,0.0,10.25,1,,,,,
AFG,Mohammad Nabi (AFG),bowl,48,41,0.0,0.0,0.854166667,v New Zealand,Chennai,2023-10-18,8.0,1.0,5.12,1,,,,,
AFG,Rashid Khan (AFG),bowl,60,41,0.0,0.0,0.683333333,v Pakistan,Chennai,2023-10-23,10.0,0.0,4.1,1,,,,,
NED,RE van der Merwe (NED),bowl,30,41,0.0,0.0,1.366666667,v Australia,Delhi,2023-10-25,5.0,0.0,8.2,1,,,,,
ENG,AAP Atkinson (ENG),bowl,42,41,0.0,0.0,0.976190476,v Netherlands,Pune,2023-11-08,7.0,0.0,5.85,2,,,,,
SL,MADI Hemantha (SL),bowl,48,42,0.0,0.0,0.875,v Netherlands,Lucknow,2023-10-21,8.0,0.0,5.25,1,,,,,
NED,RE van der Merwe (NED),bowl,54,42,0.0,0.0,0.777777778,v Sri Lanka,Lucknow,2023-10-21,9.0,0.0,4.66,2,,,,,
NZ,GD Phillips (NZ),bowl,30,42,0.0,0.0,1.4,v Pakistan,Bengaluru,2023-11-04,5.0,1.0,8.4,2,,,,,
BAN,Shoriful Islam (BAN),bowl,47,43,0.0,0.0,0.914893617,v New Zealand,Chennai,2023-10-13,7.5,1.0,5.48,2,,,,,
PAK,Haris Rauf (PAK),bowl,36,43,0.0,0.0,1.194444444,v India,Ahmedabad,2023-10-14,6.0,0.0,7.16,2,,,,,
PAK,Mohammad Nawaz (3) (PAK),bowl,42,43,0.0,0.0,1.023809524,v Australia,Bengaluru,2023-10-20,7.0,0.0,6.14,1,,,,,
NZ,IS Sodhi (NZ),bowl,24,44,0.0,0.0,1.833333333,v Pakistan,Bengaluru,2023-11-04,4.0,0.0,11.0,2,,,,,
ENG,CR Woakes (ENG),bowl,36,45,0.0,0.0,1.25,v New Zealand,Ahmedabad,2023-10-05,6.0,0.0,7.5,2,,,,,
ENG,SM Curran (ENG),bowl,24,46,0.0,0.0,1.916666667,v Afghanistan,Delhi,2023-10-15,4.0,0.0,11.5,1,,,,,
NZ,R Ravindra (NZ),bowl,54,46,0.0,0.0,0.851851852,v India,Dharamsala,2023-10-22,9.0,0.0,5.11,2,,,,,
ENG,AU Rashid (ENG),bowl,42,47,0.0,0.0,1.119047619,v New Zealand,Ahmedabad,2023-10-05,7.0,0.0,6.71,2,,,,,
PAK,Mohammad Nawaz (3) (PAK),bowl,51,47,0.0,0.0,0.921568627,v India,Ahmedabad,2023-10-14,8.3,0.0,5.52,2,,,,,
SL,CBRLS Kumara (SL),bowl,24,47,0.0,0.0,1.958333333,v Australia,Lucknow,2023-10-16,4.0,0.0,11.75,2,,,,,
AFG,Naveen-ul-Haq (AFG),bowl,39,47,0.0,0.0,1.205128205,v Sri Lanka,Pune,2023-10-30,6.3,0.0,7.23,1,,,,,
BAN,Mustafizur Rahman (BAN),bowl,42,47,0.0,0.0,1.119047619,v Pakistan,Eden Gardens,2023-10-31,7.0,0.0,6.71,2,,,,,
SL,CAK Rajitha (SL),bowl,24,47,0.0,0.0,1.958333333,v Bangladesh,Delhi,2023-11-06,4.0,0.0,11.75,2,,,,,
AUS,PJ Cummins (AUS),bowl,48,47,0.0,0.0,0.979166667,v Afghanistan,Wankhede,2023-11-07,8.0,0.0,5.87,1,,,,,
AFG,Rashid Khan (AFG),bowl,54,48,0.0,0.0,0.888888889,v Bangladesh,Dharamsala,2023-10-07,9.0,0.0,5.33,2,,,,,
ENG,JE Root (ENG),bowl,37,48,0.0,0.0,1.297297297,v South Africa,Wankhede,2023-10-21,6.1,0.0,7.78,1,,,,,
IND,RA Jadeja (IND),bowl,60,48,0.0,0.0,0.8,v New Zealand,Dharamsala,2023-10-22,10.0,0.0,4.8,1,,,,,
SL,M Theekshana (SL),bowl,42,49,0.0,0.0,1.166666667,v Australia,Lucknow,2023-10-16,7.0,0.0,7.0,2,,,,,
PAK,Shadab Khan (PAK),bowl,48,49,0.0,0.0,1.020833333,v Afghanistan,Chennai,2023-10-23,8.0,0.0,6.12,2,,,,,
NED,A Dutt (NED),bowl,51,49,0.0,0.0,0.960784314,v Afghanistan,Lucknow,2023-11-03,8.3,0.0,5.76,2,,,,,
AFG,Noor Ahmad (AFG),bowl,54,49,0.0,0.0,0.907407407,v South Africa,Ahmedabad,2023-11-10,9.0,0.0,5.44,2,,,,,
AFG,Fazalhaq Farooqi (AFG),bowl,36,50,0.0,0.0,1.388888889,v India,Delhi,2023-10-11,6.0,0.0,8.33,2,,,,,
NZ,TA Boult (NZ),bowl,36,50,0.0,0.0,1.388888889,v Pakistan,Bengaluru,2023-11-04,6.0,0.0,8.33,2,,,,,
SL,PVD Chameera (SL),bowl,56,51,0.0,0.0,0.910714286,v Afghanistan,Pune,2023-10-30,9.2,0.0,5.46,2,,,,,
NZ,GD Phillips (NZ),bowl,42,52,0.0,0.0,1.238095238,v South Africa,Pune,2023-11-01,7.0,0.0,7.42,1,,,,,
SL,MADI Hemantha (SL),bowl,48,52,0.0,0.0,1.083333333,v India,Wankhede,2023-11-02,8.0,0.0,6.5,1,,,,,
AFG,Naveen-ul-Haq (AFG),bowl,39,52,0.0,0.0,1.333333333,v South Africa,Ahmedabad,2023-11-10,6.3,0.0,8.0,2,,,,,
AUS,A Zampa (AUS),bowl,48,53,0.0,0.0,1.104166667,v India,Chennai,2023-10-08,8.0,0.0,6.62,2,,,,,
PAK,Haris Rauf (PAK),bowl,48,53,0.0,0.0,1.104166667,v Afghanistan,Chennai,2023-10-23,8.0,1.0,6.62,2,,,,,
AFG,Noor Ahmad (AFG),bowl,60,53,0.0,0.0,0.883333333,v Australia,Wankhede,2023-11-07,10.0,1.0,5.3,2,,,,,
BAN,Shoriful Islam (BAN),bowl,48,54,0.0,0.0,1.125,v India,Pune,2023-10-19,8.0,0.0,6.75,2,,,,,
SL,PVD Chameera (SL),bowl,48,54,0.0,0.0,1.125,v Bangladesh,Delhi,2023-11-06,8.0,0.0,6.75,2,,,,,
ENG,MA Wood (ENG),bowl,30,55,0.0,0.0,1.833333333,v New Zealand,Ahmedabad,2023-10-05,5.0,0.0,11.0,2,,,,,
BAN,Mehidy Hasan Miraz (BAN),bowl,36,55,0.0,0.0,1.527777778,v England,Dharamsala,2023-10-10,6.0,0.0,9.16,1,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,48,55,0.0,0.0,1.145833333,v Pakistan,Chennai,2023-10-23,8.0,0.0,6.87,1,,,,,
PAK,Usama Mir (PAK),bowl,48,55,0.0,0.0,1.145833333,v Afghanistan,Chennai,2023-10-23,8.0,0.0,6.87,2,,,,,
SL,M Theekshana (SL),bowl,60,55,0.0,0.0,0.916666667,v Afghanistan,Pune,2023-10-30,10.0,0.0,5.5,2,,,,,
NZ,JDS Neesham (NZ),bowl,42,56,0.0,0.0,1.333333333,v England,Ahmedabad,2023-10-05,7.0,0.0,8.0,1,,,,,
BAN,Taskin Ahmed (BAN),bowl,48,56,0.0,0.0,1.166666667,v New Zealand,Chennai,2023-10-13,8.0,0.0,7.0,2,,,,,
SA,KA Maharaj (SA),bowl,54,56,0.0,0.0,1.037037037,v Pakistan,Chennai,2023-10-27,9.0,0.0,6.22,1,,,,,
NZ,R Ravindra (NZ),bowl,48,56,0.0,0.0,1.166666667,v Australia,Dharamsala,2023-10-28,8.0,0.0,7.0,1,,,,,
PAK,Hasan Ali (PAK),bowl,48,57,0.0,0.0,1.1875,v Australia,Bengaluru,2023-10-20,8.0,0.0,7.12,1,,,,,
NED,LV van Beek (NED),bowl,60,57,0.0,0.0,0.95,v Sri Lanka,Lucknow,2023-10-21,10.0,0.0,5.7,2,,,,,
BAN,Mehidy Hasan Miraz (BAN),bowl,54,58,0.0,0.0,1.074074074,v New Zealand,Chennai,2023-10-13,9.0,0.0,6.44,2,,,,,
SL,C Karunaratne (SL),bowl,54,58,0.0,0.0,1.074074074,v Netherlands,Lucknow,2023-10-21,9.0,1.0,6.44,1,,,,,
NZ,MJ Santner (NZ),bowl,60,58,0.0,0.0,0.966666667,v South Africa,Pune,2023-11-01,10.0,0.0,5.8,1,,,,,
SL,D Madushanka (SL),bowl,38,58,0.0,0.0,1.526315789,v New Zealand,Bengaluru,2023-11-09,6.2,0.0,9.15,2,,,,,
ENG,MM Ali (ENG),bowl,56,60,0.0,0.0,1.071428571,v New Zealand,Ahmedabad,2023-10-05,9.2,0.0,6.42,2,,,,,
BAN,Nasum Ahmed (BAN),bowl,57,60,0.0,0.0,1.052631579,v India,Pune,2023-10-19,9.3,0.0,6.31,2,,,,,
ENG,DJ Willey (ENG),bowl,54,61,0.0,0.0,1.12962963,v South Africa,Wankhede,2023-10-21,9.0,1.0,6.77,1,,,,,
SL,DN Wellalage (SL),bowl,60,62,0.0,0.0,1.033333333,v Pakistan,Hyderabad,2023-10-10,10.0,0.0,6.2,2,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,48,64,0.0,0.0,1.333333333,v India,Delhi,2023-10-11,8.0,0.0,8.0,2,,,,,
NED,PA van Meekeren (NED),bowl,60,64,0.0,0.0,1.066666667,v Australia,Delhi,2023-10-25,10.0,0.0,6.4,1,,,,,
SL,CAK Rajitha (SL),bowl,54,65,0.0,0.0,1.203703704,v India,Wankhede,2023-11-02,9.0,0.0,7.22,1,,,,,
SL,M Theekshana (SL),bowl,60,67,0.0,0.0,1.116666667,v India,Wankhede,2023-11-02,10.0,0.0,6.7,1,,,,,
BAN,Mustafizur Rahman (BAN),bowl,60,70,0.0,0.0,1.166666667,v England,Dharamsala,2023-10-10,10.0,0.0,7.0,1,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,53,72,0.0,0.0,1.358490566,v Australia,Wankhede,2023-11-07,8.5,1.0,8.15,2,,,,,
IND,Mohammed Siraj (IND),bowl,54,76,0.0,0.0,1.407407407,v Afghanistan,Delhi,2023-10-11,9.0,0.0,8.44,1,,,,,
ENG,MA Wood (ENG),bowl,42,76,0.0,0.0,1.80952381,v South Africa,Wankhede,2023-10-21,7.0,0.0,10.85,1,,,,,
BAN,Mustafizur Rahman (BAN),bowl,54,76,0.0,0.0,1.407407407,v South Africa,Wankhede,2023-10-24,9.0,0.0,8.44,1,,,,,
AUS,MA Starc (AUS),bowl,54,89,0.0,0.0,1.648148148,v New Zealand,Dharamsala,2023-10-28,9.0,0.0,9.88,2,,,,,
PAK,Shaheen Shah Afridi (PAK),bowl,60,90,0.0,0.0,1.5,v New Zealand,Bengaluru,2023-11-04,10.0,0.0,9.0,1,,,,,
AUS,GJ Maxwell (AUS),bat,128,201,,0.0,1.5703,v Afghanistan,Wankhede,2023-11-07,,,,2,21.0,10.0,157.03,1.0,181.0
SA,Q de Kock (SA),bat,140,174,,0.007142857,1.2428,v Bangladesh,Wankhede,2023-10-24,,,,1,15.0,7.0,124.28,0.0,192.0
AUS,DA Warner (AUS),bat,124,163,,0.008064516,1.3145,v Pakistan,Bengaluru,2023-10-20,,,,1,14.0,9.0,131.45,0.0,180.0
NZ,DP Conway (NZ),bat,121,152,,0.0,1.2561,v England,Ahmedabad,2023-10-05,,,,2,19.0,3.0,125.61,1.0,147.0
ENG,DJ Malan (ENG),bat,107,140,,0.009345794,1.3084,v Bangladesh,Dharamsala,2023-10-10,,,,1,16.0,5.0,130.84,0.0,106.0
SA,HE van der Dussen (SA),bat,118,133,,0.008474576,1.1271,v New Zealand,Pune,2023-11-01,,,,1,9.0,5.0,112.71,0.0,172.0
PAK,Mohammad Rizwan (PAK),bat,121,131,,0.0,1.0826,v Sri Lanka,Hyderabad,2023-10-10,,,,2,8.0,3.0,108.26,1.0,193.0
IND,RG Sharma (IND),bat,84,131,,0.011904762,1.5595,v Afghanistan,Delhi,2023-10-11,,,,2,16.0,5.0,155.95,0.0,111.0
NZ,DJ Mitchell (NZ),bat,127,130,,0.007874016,1.0236,v India,Dharamsala,2023-10-22,,,,1,9.0,5.0,102.36,0.0,192.0
AFG,Ibrahim Zadran (AFG),bat,143,129,,0.0,0.902,v Australia,Wankhede,2023-11-07,,,,1,8.0,3.0,90.2,1.0,217.0
PAK,Fakhar Zaman (PAK),bat,81,126,,0.0,1.5555,v New Zealand,Bengaluru,2023-11-04,,,,2,8.0,11.0,155.55,1.0,103.0
NZ,R Ravindra (NZ),bat,96,123,,0.0,1.2812,v England,Ahmedabad,2023-10-05,,,,2,11.0,5.0,128.12,1.0,141.0
SL,BKG Mendis (SL),bat,77,122,,0.012987013,1.5844,v Pakistan,Hyderabad,2023-10-10,,,,1,14.0,6.0,158.44,0.0,124.0
AUS,MR Marsh (AUS),bat,108,121,,0.009259259,1.1203,v Pakistan,Bengaluru,2023-10-20,,,,1,10.0,9.0,112.03,0.0,139.0
NZ,R Ravindra (NZ),bat,89,116,,0.011235955,1.3033,v Australia,Dharamsala,2023-10-28,,,,2,9.0,5.0,130.33,0.0,137.0
SA,Q de Kock (SA),bat,116,114,,0.00862069,0.9827,v New Zealand,Pune,2023-11-01,,,,1,10.0,3.0,98.27,0.0,176.0
PAK,Abdullah Shafique (PAK),bat,103,113,,0.009708738,1.097,v Sri Lanka,Hyderabad,2023-10-10,,,,2,10.0,3.0,109.7,0.0,150.0
BAN,Mahmudullah (BAN),bat,111,111,,0.009009009,1.0,v South Africa,Wankhede,2023-10-24,,,,2,11.0,4.0,100.0,0.0,150.0
SA,Q de Kock (SA),bat,106,109,,0.009433962,1.0283,v Australia,Lucknow,2023-10-12,,,,1,8.0,5.0,102.83,0.0,147.0
SA,H Klaasen (SA),bat,67,109,,0.014925373,1.6268,v England,Wankhede,2023-10-21,,,,1,12.0,4.0,162.68,0.0,119.0
AUS,TM Head (AUS),bat,67,109,,0.014925373,1.6268,v New Zealand,Dharamsala,2023-10-28,,,,1,10.0,7.0,162.68,0.0,94.0
SA,HE van der Dussen (SA),bat,110,108,,0.009090909,0.9818,v Sri Lanka,Delhi,2023-10-07,,,,1,13.0,2.0,98.18,0.0,161.0
SL,S Samarawickrama (SL),bat,89,108,,0.011235955,1.2134,v Pakistan,Hyderabad,2023-10-10,,,,1,11.0,2.0,121.34,0.0,139.0
NZ,R Ravindra (NZ),bat,94,108,,0.010638298,1.1489,v Pakistan,Bengaluru,2023-11-04,,,,1,15.0,1.0,114.89,0.0,170.0
SL,KIC Asalanka (SL),bat,105,108,,0.00952381,1.0285,v Bangladesh,Delhi,2023-11-06,,,,1,6.0,5.0,102.85,0.0,159.0
ENG,BA Stokes (ENG),bat,84,108,,0.011904762,1.2857,v Netherlands,Pune,2023-11-08,,,,1,6.0,6.0,128.57,0.0,136.0
SA,AK Markram (SA),bat,54,106,,0.018518519,1.9629,v Sri Lanka,Delhi,2023-10-07,,,,1,14.0,3.0,196.29,0.0,84.0
AUS,GJ Maxwell (AUS),bat,44,106,,0.022727273,2.409,v Netherlands,Delhi,2023-10-25,,,,1,9.0,8.0,240.9,0.0,53.0
AUS,DA Warner (AUS),bat,93,104,,0.010752688,1.1182,v Netherlands,Delhi,2023-10-25,,,,1,11.0,3.0,111.82,0.0,182.0
IND,V Kohli (IND),bat,97,103,,0.0,1.0618,v Bangladesh,Pune,2023-10-19,,,,2,6.0,4.0,106.18,1.0,113.0
IND,V Kohli (IND),bat,121,101,,0.0,0.8347,v South Africa,Eden Gardens,2023-11-05,,,,1,10.0,0.0,83.47,1.0,195.0
SA,Q de Kock (SA),bat,84,100,,0.011904762,1.1904,v Sri Lanka,Delhi,2023-10-07,,,,1,12.0,3.0,119.04,0.0,140.0
IND,KL Rahul (IND),bat,115,97,,0.0,0.8434,v Australia,Chennai,2023-10-08,,,,2,8.0,2.0,84.34,1.0,180.0
AFG,Azmatullah Omarzai (AFG),bat,107,97,,0.0,0.9065,v South Africa,Ahmedabad,2023-11-10,,,,1,7.0,3.0,90.65,1.0,173.0
IND,V Kohli (IND),bat,104,95,,0.009615385,0.9134,v New Zealand,Dharamsala,2023-10-22,,,,2,8.0,2.0,91.34,0.0,154.0
NZ,KS Williamson (NZ),bat,79,95,,0.012658228,1.2025,v Pakistan,Bengaluru,2023-11-04,,,,1,10.0,2.0,120.25,0.0,111.0
